name,nation,details,alias,def_country,activeplatforms
UNIÓN SANTA FÉ,false,"{""teamAbbr""=>""UNI"", ""teamCity""=>""Santa Fe"", ""teamName""=>""Unión Santa Fe"", ""teamFounded""=>""1907"", ""teamStadium""=>""15 de Abril"", ""teamCapacity""=>23000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1496""}","UNIÓN SANTA FÉ, UNIÓN",ARGENTINA,true,"[""PES21"",""FIFA23""]"
WIGAN ATHLETIC,false,"{""teamAbbr""=>""WIG"", ""teamCity""=>""Wigan"", ""teamName""=>""Wigan Athletic"", ""teamFounded""=>""1932"", ""teamStadium""=>""DW Stadium"", ""teamCapacity""=>25138, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=86""}","WIGAN ATHLETIC, WIGAN BW",ENGLAND,true,"[""PES21"",""FIFA23""]"
CA SARMIENTO,false,"{""teamAbbr""=>""CAS"", ""teamCity""=>""Junín"", ""teamName""=>""CA Sarmiento"", ""teamFounded""=>""1911"", ""teamStadium""=>""Eva Perón"", ""teamCapacity""=>22000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=2245""}",SARMIENTO,ARGENTINA,true,"[""PES21"",""FIFA23""]"
ATLÉTICO TUCUMÁN,false,"{""teamAbbr""=>""CAT"", ""teamCity""=>""Tucumán"", ""teamName""=>""Atlético Tucumán"", ""teamFounded""=>""1902"", ""teamStadium""=>""Monumental Jose Fierro"", ""teamCapacity""=>32700, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1569""}","ATLÉTICO TUCUMÁN, C.A. TUCUMÁN",ARGENTINA,true,"[""PES21"",""FIFA23""]"
GODOY CRUZ,false,"{""teamAbbr""=>""GOD"", ""teamCity""=>""Mendoza"", ""teamName""=>""Godoy Cruz"", ""teamFounded""=>""1921"", ""teamStadium""=>""Estadio Malvinas Argentinas"", ""teamCapacity""=>40268, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=926""}",GODOY CRUZ,ARGENTINA,true,"[""PES21"",""FIFA23""]"
BANFIELD,false,"{""teamAbbr""=>""BAN"", ""teamCity""=>""Banfield"", ""teamName""=>""Banfield"", ""teamFounded""=>""1896"", ""teamStadium""=>""Florencio Sola"", ""teamCapacity""=>34901, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=269""}",BANFIELD,ARGENTINA,true,"[""PES21"",""FIFA23""]"
CA PATRONATO,false,"{""teamAbbr""=>""CAP"", ""teamCity""=>""Paraná"", ""teamName""=>""CA Patronato"", ""teamFounded""=>""1914"", ""teamStadium""=>""Presbítero Bartolomé Grella"", ""teamCapacity""=>22000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1721""}",PATRONATO,ARGENTINA,true,"[""PES21"",""FIFA23""]"
CD NACIONAL,false,"{""teamAbbr""=>""NAC"", ""teamCity""=>""Funchal"", ""teamName""=>""CD Nacional"", ""teamFounded""=>""1910"", ""teamStadium""=>""Estádio da Madeira"", ""teamCapacity""=>5000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=234""}","CD NACIONAL, MADEIRA BB",PORTUGAL,true,"[""PES21""]"
AKHMAT GROZNY,false,"{""teamAbbr""=>""AKH"", ""teamCity""=>""Grozny"", ""teamName""=>""Akhmat Grozny"", ""teamFounded""=>""1946"", ""teamStadium""=>""Akhmat-Arena"", ""teamCapacity""=>30597, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1248""}",AKHMAT GROZNY,RUSSIA,true,"[""PES21""]"
KHIMKI,false,"{""teamAbbr""=>""KHI"", ""teamCity""=>""Khimki"", ""teamName""=>""Khimki"", ""teamFounded""=>""1997"", ""teamStadium""=>""Arena-Khimki"", ""teamCapacity""=>18636, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=725""}",KHIMKI,RUSSIA,true,"[""PES21""]"
ROTOR VOLGOGRAD,false,"{""teamAbbr""=>""ROT"", ""teamCity""=>""Volgograd"", ""teamName""=>""Rotor Volgograd"", ""teamFounded""=>""1929"", ""teamStadium""=>""Volgograd Arena"", ""teamCapacity""=>45568, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=2068""}",ROTOR VOLGOGRAD,RUSSIA,true,"[""PES21""]"
ARSENAL TULA,false,"{""teamAbbr""=>""ARS"", ""teamCity""=>""Tula"", ""teamName""=>""Arsenal Tula"", ""teamFounded""=>""1946"", ""teamStadium""=>""Arsenal Stadium"", ""teamCapacity""=>20048, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=2607""}",ARSENAL TULA,RUSSIA,true,"[""PES21""]"
RUBIN KAZAN,false,"{""teamAbbr""=>""RUB"", ""teamCity""=>""Kazan"", ""teamName""=>""Rubin Kazan"", ""teamFounded""=>""1936"", ""teamStadium""=>""Kazan Arena"", ""teamCapacity""=>45105, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=260""}",RUBIN KAZAN,RUSSIA,true,"[""PES21""]"
FC UFA,false,"{""teamAbbr""=>""UFA"", ""teamCity""=>""Ufa"", ""teamName""=>""FC Ufa"", ""teamFounded""=>""2009"", ""teamStadium""=>""Neftyanik Stadium"", ""teamCapacity""=>15234, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=2287""}","FC UFA, UFA",RUSSIA,true,"[""PES21""]"
LOKOMOTIV MOSKVA,false,"{""teamAbbr""=>""LOK"", ""teamCity""=>""Moscow"", ""teamName""=>""Lokomotiv Moskva"", ""teamFounded""=>""1923"", ""teamStadium""=>""RZD Arena"", ""teamCapacity""=>28800, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=258""}",LOKOMOTIV MOSKVA,RUSSIA,true,"[""PES21""]"
URAL YEKATERINBURG,false,"{""teamAbbr""=>""URA"", ""teamCity""=>""Yekaterinburg"", ""teamName""=>""Ural Yekaterinburg"", ""teamFounded""=>""1930"", ""teamStadium""=>""Ekaterinburg Arena"", ""teamCapacity""=>35000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1285""}","URAL, URAL YEKATERINBURG",RUSSIA,true,"[""PES21""]"
DYNAMO MOSKVA,false,"{""teamAbbr""=>""DYN"", ""teamCity""=>""Moscow"", ""teamName""=>""Dynamo Moskva"", ""teamFounded""=>""1923"", ""teamStadium""=>""VTB Arena"", ""teamCapacity""=>26319, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=255""}","DINAMO MOSKVA, DYNAMO MOSKVA",RUSSIA,true,"[""PES21""]"
SPARTAK MOSKVA,false,"{""teamAbbr""=>""SPA"", ""teamCity""=>""Moscow"", ""teamName""=>""Spartak Moskva"", ""teamFounded""=>""1922"", ""teamStadium""=>""Otkrytiye Arena"", ""teamCapacity""=>45360, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=263""}",SPARTAK MOSKVA,RUSSIA,true,"[""PES21""]"
Silkeborg IF,false,"{""teamAbbr""=>""SIF"", ""teamCity""=>""Silkeborg"", ""teamName""=>""Silkeborg IF"", ""teamFounded""=>""1917"", ""teamStadium""=>""Silkeborg"", ""teamCapacity""=>8500, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=533""}",silkeborg,DENMARK,true,"[""PES21"",""FIFA23""]"
SK BEVEREN,false,"{""teamAbbr""=>""SKB"", ""teamCity""=>""Beveren"", ""teamName""=>""SK Beveren"", ""teamFounded""=>""1934"", ""teamStadium""=>""Freethielstadion"", ""teamCapacity""=>8190, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=595""}","WAASLAND-BEVEREN, SK BEVEREN",BELGIUM,true,"[""PES21""]"
SAGAN TOSU,false,"{""teamAbbr""=>""SAG"", ""teamCity""=>""Tosu"", ""teamName""=>""Sagan Tosu"", ""teamFounded""=>""1997"", ""teamStadium""=>""Ekimae Real Estate Stadium"", ""teamCapacity""=>24490, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1804""}",SAGAN TOSU,JAPAN,true,"[""PES21""]"
ANDERLECHT,false,"{""teamAbbr""=>""AND"", ""teamCity""=>""Brussels"", ""teamName""=>""RSC Anderlecht"", ""teamFounded""=>""1908"", ""teamStadium""=>""Constant Vanden Stock Stadion"", ""teamCapacity""=>26361, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=353""}",ANDERLECHT,BELGIUM,true,"[""PES21"",""FIFA23""]"
BOAVISTA FC,false,"{""teamAbbr""=>""BFC"", ""teamCity""=>""Porto"", ""teamName""=>""Boavista FC"", ""teamFounded""=>""1903"", ""teamStadium""=>""Estádio do Bessa"", ""teamCapacity""=>28263, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=219""}","BOAVISTA FC, BOAVISTA",PORTUGAL,true,"[""PES21"",""FIFA23""]"
FC FAMALICÃO,false,"{""teamAbbr""=>""FCF"", ""teamCity""=>""Famalicão"", ""teamName""=>""FC Famalicão"", ""teamFounded""=>""1931"", ""teamStadium""=>""Municipal de Famalicão"", ""teamCapacity""=>5307, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1871""}","FC FAMALICÃO, FAMALICÃO",PORTUGAL,true,"[""PES21"",""FIFA23""]"
CS MARITIMO,false,"{""teamAbbr""=>""CSM"", ""teamCity""=>""Funchal"", ""teamName""=>""CS Maritimo"", ""teamFounded""=>""1910"", ""teamStadium""=>""Estádio do Marítimo"", ""teamCapacity""=>10932, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=232""}","CS MARITIMO, MARÍTIMO",PORTUGAL,true,"[""PES21"",""FIFA23""]"
PORTIMONENSE SC,false,"{""teamAbbr""=>""PSC"", ""teamCity""=>""Portimão"", ""teamName""=>""Portimonense SC"", ""teamFounded""=>""1914"", ""teamStadium""=>""Estádio Municipal de Portimão"", ""teamCapacity""=>9544, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=240""}","PORTIMONENSE SC, PORTIMONENSE",PORTUGAL,true,"[""PES21"",""FIFA23""]"
CD SANTA CLARA,false,"{""teamAbbr""=>""SAN"", ""teamCity""=>""Ponta Delgada"", ""teamName""=>""CD Santa Clara"", ""teamFounded""=>""1921"", ""teamStadium""=>""São Miguel"", ""teamCapacity""=>15277, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=242""}","CD SANTA CLARA, SANTA CLARA",PORTUGAL,true,"[""PES21"",""FIFA23""]"
PAÇOS DE FERREIRA,false,"{""teamAbbr""=>""PFE"", ""teamCity""=>""Paços de Ferreira"", ""teamName""=>""Paços de Ferreira"", ""teamFounded""=>""1950"", ""teamStadium""=>""Estádio Capital do Móvel"", ""teamCapacity""=>9077, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=238""}",PAÇOS DE FERREIRA,PORTUGAL,true,"[""PES21"",""FIFA23""]"
KV KORTRIJK,false,"{""teamAbbr""=>""KVK"", ""teamCity""=>""Kortrijk"", ""teamName""=>""KV Kortrijk"", ""teamFounded""=>""1901"", ""teamStadium""=>""Guldensporenstadion"", ""teamCapacity""=>9339, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1281""}","KV KORTRIJK, KORTRIJK",BELGIUM,true,"[""PES21"",""FIFA23""]"
K BEERSCHOT VA,false,"{""teamAbbr""=>""BEE"", ""teamCity""=>""Wilrijk"", ""teamName""=>""K Beerschot VA"", ""teamFounded""=>""1921"", ""teamStadium""=>""Olympisch Stadion"", ""teamCapacity""=>12771, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=3734""}","K BEERSCHOT VA, BEERSCHOT",BELGIUM,true,"[""PES21""]"
SEPSI OSK,false,"{""teamAbbr""=>""SSG"", ""teamCity""=>""Sfântu Gheorghe"", ""teamName""=>""Sepsi Sfântu Gheorghe"", ""teamFounded""=>""2011"", ""teamStadium""=>""Municipal Sfântu Gheorghe"", ""teamCapacity""=>5000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=4550""}",SEPSI OSK,ROMANIA,true,"[""FIFA23""]"
AL WAHDA,false,"{""teamAbbr""=>""WAH"", ""teamCity""=>""Abu Dhabi"", ""teamName""=>""Al Wahda"", ""teamFounded""=>""1974"", ""teamStadium""=>""Al-Nahyan Stadium"", ""teamCapacity""=>12000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1324""}",AL WAHDA,UNITED ARAB EMIRATES,true,"[""PES21""]"
FC TOKYO,false,"{""teamAbbr""=>""FCT"", ""teamCity""=>""Tokyo"", ""teamName""=>""FC Tokyo"", ""teamFounded""=>""1998"", ""teamStadium""=>""Ajinomoto Stadium"", ""teamCapacity""=>50000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=528""}",F.C. TOKYO,JAPAN,true,"[""PES21""]"
AL SADD SC,false,"{""teamAbbr""=>""SAD"", ""teamCity""=>""Doha"", ""teamName""=>""Al Sadd SC"", ""teamFounded""=>""1969"", ""teamStadium""=>""Jassim Bin Hamad Stadium"", ""teamCapacity""=>15000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1252""}",AL SADD,QATAR,true,"[""PES21""]"
PAKHTAKOR,false,"{""teamAbbr""=>""PAK"", ""teamCity""=>""Tashkent"", ""teamName""=>""Pakhtakor"", ""teamFounded""=>""1956"", ""teamStadium""=>""Pakhtakor Markaziy Stadium"", ""teamCapacity""=>35000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1522""}",PAKHTAKOR,UZBEKISTAN,true,"[""PES21""]"
SEPAHAN,false,"{""teamAbbr""=>""SEP"", ""teamCity""=>""Esfahan"", ""teamName""=>""Sepahan"", ""teamFounded""=>""1953"", ""teamStadium""=>""Naghsh-e-Jahan Stadium"", ""teamCapacity""=>50000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1217""}",SEPAHAN,IRAN,true,"[""PES21""]"
AL SHORTA,false,"{""teamAbbr""=>""AL"", ""teamCity""=>""Baghdad"", ""teamName""=>""Al Shorta"", ""teamFounded""=>""1938"", ""teamStadium""=>""Al Shorta Stadium"", ""teamCapacity""=>7000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1363""}",AL SHORTA,IRAQ,true,"[""PES21""]"
CHIANGRAI UNITED,false,"{""teamAbbr""=>""CHI"", ""teamCity""=>""Chiang Rai Province"", ""teamName""=>""Chiangrai United"", ""teamFounded""=>""2009"", ""teamStadium""=>""United Stadium"", ""teamCapacity""=>15000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=2930""}",CHIANGRAI UNITED,THAILAND,true,"[""PES21""]"
PERSEPOLIS,false,"{""teamAbbr""=>""PER"", ""teamCity""=>""Tehran"", ""teamName""=>""Persepolis"", ""teamFounded""=>""1963"", ""teamStadium""=>""Azadi Stadium"", ""teamCapacity""=>95225, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=685""}",PERSEPOLIS,IRAN,true,"[""PES21""]"
VISSEL KOBE,false,"{""teamAbbr""=>""VIS"", ""teamCity""=>""Kobe"", ""teamName""=>""Vissel Kobe"", ""teamFounded""=>""1994"", ""teamStadium""=>""Kobe Wing"", ""teamCapacity""=>34000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1079""}",VISSEL KOBE,JAPAN,true,"[""PES21""]"
AL HILAL SC,false,"{""teamAbbr""=>""HIL"", ""teamCity""=>""Riyadh"", ""teamName""=>""Al Hilal SC"", ""teamFounded""=>""1957"", ""teamStadium""=>""King Fahd International"", ""teamCapacity""=>67000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=625""}",AL HILAL,SAUDI ARABIA,true,"[""PES21"",""FIFA23""]"
AL AIN,false,"{""teamAbbr""=>""ALA"", ""teamCity""=>""Al Ain"", ""teamName""=>""Al Ain"", ""teamFounded""=>""1968"", ""teamStadium""=>""Sheikh Khalifa International Stadium"", ""teamCapacity""=>16000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1323""}","AL AIN, AL AIN FC (UAE)",UNITED ARAB EMIRATES,true,"[""PES21"",""FIFA23""]"
KV MECHELEN,false,"{""teamAbbr""=>""KVM"", ""teamCity""=>""Antwerp"", ""teamName""=>""KV Mechelen"", ""teamFounded""=>""1904"", ""teamStadium""=>""AFAS stadion - Achter de Kazerne"", ""teamCapacity""=>17500, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1188""}","KV MECHELEN, MECHELEN",BELGIUM,true,"[""PES21"",""FIFA23""]"
CERCLE BRUGGE,false,"{""teamAbbr""=>""CER"", ""teamCity""=>""Bruges"", ""teamName""=>""Cercle Brugge"", ""teamFounded""=>""1899"", ""teamStadium""=>""Jan Breydel Stadion"", ""teamCapacity""=>29024, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=593""}",CERCLE BRUGGE,BELGIUM,true,"[""PES21"",""FIFA23""]"
STANDARD LIÈGE,false,"{""teamAbbr""=>""STA"", ""teamCity""=>""Liège"", ""teamName""=>""Standard Liège"", ""teamFounded""=>""1898"", ""teamStadium""=>""Maurice Dufrasne Stadion"", ""teamCapacity""=>29173, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=356""}",STANDARD LIÈGE,BELGIUM,true,"[""PES21"",""FIFA23""]"
ZULTE WAREGEM,false,"{""teamAbbr""=>""ZW"", ""teamCity""=>""Waregem"", ""teamName""=>""Zulte Waregem"", ""teamFounded""=>""1950"", ""teamStadium""=>""Regenboogstadion"", ""teamCapacity""=>12250, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=556""}","ZULTE WAREGEM, WAREGEM",BELGIUM,true,"[""PES21"",""FIFA23""]"
KV OOSTENDE,false,"{""teamAbbr""=>""KVO"", ""teamCity""=>""Ostend"", ""teamName""=>""KV Oostende"", ""teamFounded""=>""1904"", ""teamStadium""=>""Versluys Arena"", ""teamCapacity""=>8432, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1737""}","KV OOSTENDE, OOSTENDE",BELGIUM,true,"[""PES21"",""FIFA23""]"
SHANGHAI PORT,false,"{""teamAbbr""=>""SHP"", ""teamCity""=>""Shanghai"", ""teamName""=>""Shanghai Port"", ""teamFounded""=>""2009"", ""teamStadium""=>""Pudong Football Stadium"", ""teamCapacity""=>37000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=2288""}",SHANGHAI SIPG,CHINA,true,"[""PES21"",""FIFA23""]"
KAS EUPEN,false,"{""teamAbbr""=>""EUP"", ""teamCity""=>""Eupen"", ""teamName""=>""KAS Eupen"", ""teamFounded""=>""1945"", ""teamStadium""=>""Kehrwegstadion"", ""teamCapacity""=>8363, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1471""}","KAS EUPEN, EUPEN",BELGIUM,true,"[""PES21"",""FIFA23""]"
GUANGZHOU FC,false,"{""teamAbbr""=>""GZ"", ""teamCity""=>""Guangzhou"", ""teamName""=>""Guangzhou FC"", ""teamFounded""=>""1954"", ""teamStadium""=>""Tianhe Stadium"", ""teamCapacity""=>58500, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1521""}",GUANGZHOU EVERGRANDE,CHINA,true,"[""PES21"",""FIFA23""]"
ESTEGHLAL,false,"{""teamAbbr""=>""EST"", ""teamCity""=>""Tehran"", ""teamName""=>""Esteghlal"", ""teamFounded""=>""1945"", ""teamStadium""=>""Azadi Stadium"", ""teamCapacity""=>95225, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=629""}",ESTEGHLAL,IRAN,true,"[""PES21""]"
JOHOR DARUL TA'ZIM,false,"{""teamAbbr""=>""JDT"", ""teamCity""=>""Johor"", ""teamName""=>""Johor Darul Takzim"", ""teamFounded""=>""1972"", ""teamStadium""=>""Stadium Larkin"", ""teamCapacity""=>30000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=2664""}","JOHOR DARUL TA'ZIM, JOHOR DARUL TAZIM",MALAYSIA,true,"[""PES21""]"
FC CHAMBLY OISE,false,"{""teamAbbr""=>""FCC"", ""teamCity""=>""Chambly"", ""teamName""=>""FC Chambly Oise"", ""teamFounded""=>""1989"", ""teamStadium""=>""Stade des Marais"", ""teamCapacity""=>1000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=3297""}","FC CHAMBLY OISE, CHAMBLY",FRANCE,true,"[""PES21""]"
LB CHATEAUROUX,false,"{""teamAbbr""=>""LBC"", ""teamCity""=>""Châteauroux"", ""teamName""=>""LB Châteauroux"", ""teamFounded""=>""1883"", ""teamStadium""=>""Gaston-Petit"", ""teamCapacity""=>17000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=316""}","LB CHÂTEAUROUX, CHÂTEAUROUX",FRANCE,true,"[""PES21""]"
CHARLTON ATHLETIC,false,"{""teamAbbr""=>""CHA"", ""teamCity""=>""London"", ""teamName""=>""Charlton Athletic"", ""teamFounded""=>""1905"", ""teamStadium""=>""The Valley"", ""teamCapacity""=>27111, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=20""}","CHARLTON ATHLETIC, CHARLTON RW",ENGLAND,true,"[""PES21"",""FIFA23""]"
PAU FC,false,"{""teamAbbr""=>""PAU"", ""teamCity""=>""Pau"", ""teamName""=>""Pau FC"", ""teamFounded""=>""1904"", ""teamStadium""=>""Nouste Camp"", ""teamCapacity""=>4031, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=2696""}","PAU FC, PAU",FRANCE,true,"[""PES21"",""FIFA23""]"
USL DUNKERQUE,false,"{""teamAbbr""=>""DUN"", ""teamCity""=>""Dunkerque"", ""teamName""=>""USL Dunkerque"", ""teamFounded""=>""1919"", ""teamStadium""=>""Marcel-Tribut"", ""teamCapacity""=>4200, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=2808""}","USL DUNKERQUE, DUNKERQUE",FRANCE,true,"[""PES21""]"
AS NANCY LORRAINE,false,"{""teamAbbr""=>""ASN"", ""teamCity""=>""Nancy"", ""teamName""=>""AS Nancy Lorraine"", ""teamFounded""=>""1967"", ""teamStadium""=>""Marcel-Picot"", ""teamCapacity""=>20085, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=334""}","AS NANCY LORRAINE, NANCY",FRANCE,true,"[""PES21""]"
NAKHONRATCHASIMA MAZDA,false,"{""teamAbbr""=>""NR"", ""teamCity""=>""Nakhon Ratchasima"", ""teamName""=>""Nakhon Ratchasima"", ""teamFounded""=>""1999"", ""teamStadium""=>""80th Birthday Stadium"", ""teamCapacity""=>20141, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=3432""}",NAKHONRATCHASIMA MAZDA,THAILAND,true,"[""PES21""]"
RATCHABURI MITRPHOL,false,"{""teamAbbr""=>""RAT"", ""teamCity""=>""Ratchaburi"", ""teamName""=>""Ratchaburi FC"", ""teamFounded""=>""2004"", ""teamStadium""=>""Ratchaburi Stadium"", ""teamCapacity""=>10000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=2863""}",RATCHABURI MITRPHOL,THAILAND,true,"[""PES21""]"
BURIRAM UNITED,false,"{""teamAbbr""=>""BUR"", ""teamCity""=>""Buriram"", ""teamName""=>""Buriram United"", ""teamFounded""=>""1970"", ""teamStadium""=>""Chang Arena"", ""teamCapacity""=>32600, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1943""}",BURIRAM UNITED,THAILAND,true,"[""PES21""]"
POLICE TERO FC,false,"{""teamAbbr""=>""TER"", ""teamCity""=>""Bangkok"", ""teamName""=>""Police Tero FC"", ""teamFounded""=>""1992"", ""teamStadium""=>""72nd Anniversary Stadium"", ""teamCapacity""=>12500, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1571""}","POLICE TERO FC, POLICE TERO",THAILAND,true,"[""PES21""]"
QINGDAO HUANGHAI,false,"{""teamAbbr""=>""QD"", ""teamCity""=>""Qingdao"", ""teamName""=>""Qingdao"", ""teamFounded""=>""2013"", ""teamStadium""=>""Qingdao Guoxin Stadium"", ""teamCapacity""=>45000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=3048""}",QINGDAO HUANGHAI,CHINA,true,"[""PES21""]"
AC AJACCIO,false,"{""teamAbbr""=>""ACA"", ""teamCity""=>""Ajaccio"", ""teamName""=>""AC Ajaccio"", ""teamFounded""=>""1910"", ""teamStadium""=>""François-Coty"", ""teamCapacity""=>17520, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=308""}",AC AJACCIO,FRANCE,true,"[""PES21"",""FIFA23""]"
FC SOCHAUX-MONTBÉLIARD,false,"{""teamAbbr""=>""FCS"", ""teamCity""=>""Montbéliard"", ""teamName""=>""FC Sochaux-Montbéliard"", ""teamFounded""=>""1930"", ""teamStadium""=>""Auguste-Bonal"", ""teamCapacity""=>20000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=343""}","FC SOCHAUX-MONTBÉLIARD, SOCHAUX",FRANCE,true,"[""PES21"",""FIFA23""]"
SM CAEN,false,"{""teamAbbr""=>""SMC"", ""teamCity""=>""Caen"", ""teamName""=>""SM Caen"", ""teamFounded""=>""1913"", ""teamStadium""=>""Michel d'Ornano"", ""teamCapacity""=>21500, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=315""}","SM CAEN, CAEN",FRANCE,true,"[""PES21"",""FIFA23""]"
EA GUINGAMP,false,"{""teamAbbr""=>""EAG"", ""teamCity""=>""Guingamp"", ""teamName""=>""EA Guingamp"", ""teamFounded""=>""1912"", ""teamStadium""=>""Roudourou"", ""teamCapacity""=>18126, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=322""}","EA GUINGAMP, GUINGAMP",FRANCE,true,"[""PES21"",""FIFA23""]"
VALENCIENNES,false,"{""teamAbbr""=>""VAL"", ""teamCity""=>""Valenciennes"", ""teamName""=>""Valenciennes"", ""teamFounded""=>""1913"", ""teamStadium""=>""Stade du Hainaut"", ""teamCapacity""=>25000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=434""}",VALENCIENNES,FRANCE,true,"[""PES21"",""FIFA23""]"
SUWON BLUEWINGS,false,"{""teamAbbr""=>""BLU"", ""teamCity""=>""Suwon"", ""teamName""=>""Suwon Bluewings"", ""teamFounded""=>""1996"", ""teamStadium""=>""Big Bird Stadium"", ""teamCapacity""=>45192, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=676""}",SUWON SAMSUNG BLUEWINGS,REPUBLIC OF KOREA,true,"[""PES21"",""FIFA23""]"
GUANGZHOU CITY,false,"{""teamAbbr""=>""GZC"", ""teamCity""=>""Guangzhou"", ""teamName""=>""Guangzhou City"", ""teamFounded""=>""1994"", ""teamStadium""=>""Yuexiushan Stadium, Guangzhou"", ""teamCapacity""=>30000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1344""}",GUANGZHOU R&F,CHINA,true,"[""PES21"",""FIFA23""]"
